Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,McWhirter Cnt,FORTITUDE VALLEY,4006,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.457304,153.034055
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Morayfield Shp Cnt,MORAYFIELD,4506,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.102959,152.950337
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Mt Milman Dr,SMITHFIELD,4878,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-16.837049,145.694195
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Mt Ommaney Cnt,MT OMMANEY,4074,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.540271,152.927415
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Myer Centre,BRISBANE,4000,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.470088,153.024726
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Myer Centre - cnr Elizabeth/Albert Sts,BRISBANE,4000,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.470419,153.025993
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Nathan Plaza Shp Cnt,TOWNSVILLE,4810,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",(blank),(blank)
Ron Hill Automatics (RACQ Approved Repairer),Ron Hill Automatics,www.ronhillautomatics.com.au,44 Kayleigh Dr,MAROOCHYDORE,4558,(07) 5443 4444,No,Yes,No,Yes,Yes,Repairs and Servicing,Free vehicle appraisal and technical advice. Est. 40 years.,-26.671069,153.088399
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Niecon Plaza,BROADBEACH,4218,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-28.028822,153.432136
Ultra Tune Auto Service Centres,Ultra Tune Maroochydore,www.ultratune.com.au,17-19 Beach Rd,MAROOCHYDORE,4558,(07) 5443 4566,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off MHS/major service. Excl. repairs (no Diners/Amex).,-26.650577,153.088948
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,North Ward Shp Cnt ,NORTH WARD,4810,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-19.252627,146.814728
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Nudgee Service Cnt - Nudgee Rd,NUDGEE,4014,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.374119,153.093631
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Orion Town Cnt,SPRINGFIELD,4300,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.645141,152.914619
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Pacific Fair Shp Cnt,BROADBEACH,4218,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-28.036564,153.427827
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Park St,YEPPOON,4703,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-23.13143,150.73798
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Peninsula Fair Shp Cnt - Food Court,KIPPA-RING,4021,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.22551,153.088263
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Redbank Plaza Shp Cnt,REDBANK,4301,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.64555,152.87077
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Richmond Rd,BOWEN,4805,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-19.9981,148.212916
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Riverlink Shp Cnt,IPSWICH,4305,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.607871,152.759867
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Robina Town Cnt - Food Atrium,ROBINA,4226,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",(blank),(blank)
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Rockhampton Fair Shp Cnt,ROCKHAMPTON NORTH,4701,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",(blank),(blank)
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Runaway Bay Shp Vlg,RUNAWAY BAY,4216,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.910916,153.403703
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Shop 15  156 Inala Ave,INALA,4077,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.599324,152.972614
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Southgate Corporate Park - Wynnum Rd,CANNON HILL,4170,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.467879,153.080771
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Stafford City Shp Cnt,STAFFORD,4053,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.412086,153.012375
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Stockland Shp Cnt,EARLVILLE,4870,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-16.94421,145.740089
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Stockland Shp Cnt,NTH ROCKHAMPTON,4700,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-23.356612,150.522083
Ali Baba Lebanese Cuisine Pty Ltd,Ali Baba Lebanese Cuisine Pty Ltd,(blank),Sunshine Plaza,MAROOCHYDORE,4558,(07) 5443 8477,No,Yes,No,Yes,No,Restaurants and Dining Out,10% discount,-26.655013,153.079996
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,The Gap Village Shp Cnt,THE GAP,4061,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.448933,152.967414
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,The Pines Shp Cnt,ELANORA,4221,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-28.13448,153.468576
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Toowong Village Shp Cnt,TOOWONG,4066,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.485048,152.992507
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Transit Centre - Roma St,BRISBANE,4000,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.466243,153.016393
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Treetops Plaza Shp Cnt,BURLEIGH WATERS,4220,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-28.099661,153.425052
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Garden City Shp Cnt - Foodcourt,UPPER MT GRAVATT,4122,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.561699,153.084713
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Shp Cnt,CARINDALE,4152,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.504049,153.09984
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Shp Cnt,CHERMSIDE,4032,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.383648,153.030398
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Shp Cnt,HELENSVALE,4212,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.929993,153.336956
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Shp Cnt,NORTH LAKES,4509,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.238717,153.010907
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Westfield Shp Cnt,STRATHPINE,4500,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.306786,152.993389
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Whitsunday Village Shp Cnt,AIRLIE BEACH,4802,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-20.277351,148.700732
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Wintergarden - Food Court,BRISBANE,4000,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.468848,153.026145
McDonald's Family Restaurants,McDonald's Family Restaurants,www.mcdonalds.com.au,Woolworths Shp Cnt - cnr Cunningham Hwy/Warwick Rd,YAMANTO,4305,(blank),No,No,No,Yes,No,Takeaway,"Free small McCafe coffee, small tea or small soft drink with any individual burger or Egg McMuffin purchase. See in store for further details. ",-27.663065,152.734465
McDowall Dental Practice,McDowall Dental Practice,www.mcdowalldental.com.au,McDowall Shp Vlg - Beckett Rd,MCDOWALL,4053,(07) 3353 5544,No,Yes,Yes,Yes,Yes,Dentists,10% discount.,-27.384893,152.984188
McNevins Motels,McNevins Logan Park Motel,www.mcnevins.com.au,41710 Pacific Hwy,LOGANHOLME,4129,(07) 3209 8830,No,Yes,Yes,Yes,Yes,Accommodation,10% discount on accommodation.,-27.665372,153.17441
McNevins Motels,McNevins Maryborough Motel,www.mcnevins.com.au,188 John St,MARYBOROUGH,4650,(07) 4122 2888,No,Yes,Yes,Yes,Yes,Accommodation,10% discount on accommodation.,-25.531695,152.70245
McNevins Motels,McNevins Warwick Motel,www.mcnevins.com.au,Warwick Motel - cnr New England Hwy/Glen Rd,WARWICK,4370,(07) 4661 5588,No,Yes,Yes,Yes,Yes,Accommodation,10% discount on accommodation.,-28.226149,152.018462
Sizzler,Sizzler,www.sizzler.com.au,cnr Fifth Ave/Aerodrome Rd,MAROOCHYDORE,4558,(07) 5443 4377,No,Yes,No,Yes,No,Restaurants and Dining Out,20% off all day Mon-Wed and before 6pm Thur-Sun.,(blank),(blank)
Meadow Park Golf Course,Meadow Park Golf Course,www.meadowpark.com.au,cnr Tallebudgera Connection Rd/Valley Dr,TALLEBUDGERA,4228,(07) 5534 8444,No,Yes,Yes,Yes,Yes,Sports and Recreation,Nine holes for $12.,-28.148579,153.427909
Mechanix Plus,Mechanix Plus,www.mechanixplus.com.au,72 Andrew St,WYNNUM,4178,(07) 3396 1511,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off vehicle serv. incl. logbooks. 5% off other serv.,-27.447509,153.172007
Medcall,Medcall,www.medcall.com.au,Mobile Service,SOUTHPORT,4215,13 74 25,No,Yes,No,Yes,Yes,Medical Services,Bulk billed medical home visits.,(blank),(blank)
Medical and Mobility Warehouse,Medical and Mobility Warehouse,www.medicalandmobility.com.au,309 Spence St,BUNGALOW,4870,(07) 4035 5944,No,Yes,No,Yes,Yes,Home Care Aids and Equipment,10% discount. Excluding special lines.,-16.939871,145.757691
Medical and Mobility Warehouse,Medical and Mobility Warehouse,www.medicalandmobility.com.au,309 Spence St,BUNGALOW,4870,(07) 4035 5944,No,Yes,No,Yes,Yes,Mobility Products and Scooters,10% discount. Excluding special lines.,-16.939871,145.757691
Medicross Pharmacy Ipswich,Medicross Pharmacy Ipswich,(blank),Shop 2 10 Churchill St,IPSWICH,4305,(07) 3281 2061,No,Yes,No,Yes,Yes,Pharmacies,10% discount on purchases. Conditions apply.,-27.618642,152.760573
Mediterranean Beachfront Apartments,Mediterranean Beachfront Apartments,www.cairnsbeaches.net,77 Sims Espl,YORKEYS KNOB,4878,(07) 4055 8855,No,Yes,No,Yes,Yes,Accommodation,10% off holiday apartments and 5% off tours.,-16.805887,145.724149
Sunshine Coast Monitoring Centre,Sunshine Coast Monitoring Centre,www.24monitoring.com,Shop 8  72-76 Sugar Rd,MAROOCHYDORE,4558,(07) 5475 4299,No,Yes,No,Yes,Yes,Security Alarms and Monitoring,3 months free monitoring on 24/7 monitored security alarm.,-26.668237,153.09309
Mekoe Accessories,Mekoe Accessories,(blank),Anzac Square Arc,BRISBANE,4001,(07) 3221 0104,No,Yes,No,Yes,Yes,Fashion Accessories,5% off all items purchased on presentation of card.,-27.46557,153.024344
Mekoe Accessories,Mekoe Accessories,(blank),Anzac Square Arc,BRISBANE,4001,(07) 3221 0104,No,Yes,No,Yes,Yes,Footwear,5% off all items purchased on presentation of card.,-27.46557,153.024344
Mekoe Accessories,Mekoe Accessories,(blank),DFO Brisbane ,BRISBANE AIRPORT,4008,(07) 3115 2557,No,Yes,No,Yes,Yes,Fashion Accessories,5% off all items purchased on presentation of card.,-27.417674,153.077981
Mekoe Accessories,Mekoe Accessories,(blank),DFO Brisbane ,BRISBANE AIRPORT,4008,(07) 3115 2557,No,Yes,No,Yes,Yes,Footwear,5% off all items purchased on presentation of card.,-27.417674,153.077981
Melanie Alderton Bowen Therapy,Melanie Alderton Bowen Therapy,(blank),Mobile Service,HIGHFIELDS,4352,0414 862 172,No,Yes,Yes,Yes,Yes,Natural Therapies,10% off treatments. Accredited BAA (Bowtech).,(blank),(blank)
Melbourne Micro Roasters,Melbourne Micro Roasters,www.melbournemicroroasters.com.au,(blank),(blank),(blank),(03) 8683 8914,Yes,Yes,Yes,Yes,Yes,Gourmet and Specialty Items,10% off. Use coupon code: SENIORS at online checkout.,(blank),(blank)
Memories to DVD,Memories to DVD,www.memoriestodvd.com.au,U 4  16 Belvedere St,CLONTARF,4019,(07) 3283 3536,No,Yes,Yes,Yes,Yes,Photographic Products and Services,10% off film/photo/video restoration & transfer to DVD.,-27.256719,153.082795
Mensland Gayndah & Sport,Mensland Gayndah & Sport,www.mensland.com.au,10 Capper St,GAYNDAH,4625,(07) 4161 2268,No,Yes,No,Yes,Yes,Clothing,10% discount on all purchases. Excludes lines on sale.,-25.625057,151.608516
Mensland Mundubbera & Sport,Mensland Mundubbera & Sport,www.mensland.com.au,56 Lyons St,MUNDUBBERA,4626,(07) 4165 4676,No,Yes,No,Yes,Yes,Clothing,10% discount on all purchases. Excludes lines on sale.,-25.591379,151.298553
Mercure Brisbane,Mercure Brisbane,http://www.mercurebrisbane.com.au/,85-87 North Qy,BRISBANE CITY,4000,(07) 3237 2302,No,Yes,No,Yes,Yes,Accommodation,"20% discount off the best unrestricted available rate. Subject to availability. Phone 07 3237 2300 and quote ""give me 20"" to make your reservation.",-27.469739,153.021169
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,1 Main St,SPRINGFIELD LAKES,4300,(07) 3470 0215,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.680162,152.898665
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,1/78 Latrobe Tce,PADDINGTON,4064,(07) 3368 2099,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.45894,153.001086
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,10 Thompson St,BOWEN HILLS,4006,(07) 3620 4239,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.442122,153.040069
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,104 McLachlan St,FORTITUDE VALLEY,4006,(07) 3257 0465,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.455963,153.038556
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,1D/ 66 Ernest St,SOUTH BRISBANE,4101,(07) 3844 9388,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.480327,153.020783
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,239 George St,BRISBANE CITY,4000,(07) 3221 8789,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.470213,153.023274
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,344 Queen St,BRISBANE CITY,4000,(07) 3221 4561,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.466245,153.028792
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,72 Meiers Rd,INDOOROOPILLY,4068,0478 456 888,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.508813,152.995984
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,"Brisbane Domestic Airport, Levels 1 & 2",BRISBANE,4008,(07) 3860 6950,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,(blank),(blank)
Drummond Golf,Drummond Golf,www.drummondgolf.com.au,The Zone - Wises Rd,MAROOCHYDORE,4558,(07) 5451 1244,No,Yes,No,Yes,Yes,Sports and Recreation,5-20% off all items. Conditions apply.,-26.673044,153.090992
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,"QUT, Ground Floor, V Block Coffee Kiosk",GARDENS POINT CAMPUS,4000,(07) 3138 9906,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,(blank),(blank)
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,Shop 4  19 Harries Rd,COORPAROO,4151,(07) 3324 2309,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.4938,153.057177
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,The Brickworks Centre -  107 Ferry Rd,SOUTHPORT,4215,(07) 5561 1588,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,-27.980552,153.409336
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,"Toowong Villiage, Shop K4  9 Sherwood Rd",TOOWONG,4066,(07) 3720 8802,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,(blank),(blank)
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,"UQ, St Lucia Campus, SS&H Library, Duhig Building",ST LUCIA,4067,(07) 3346 7438,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,(blank),(blank)
Merlo Coffee,Merlo Coffee,http://www.merlo.com.au/,"Victoria Point Town Centre, 349-369 Colburn Ave",VICTORIA POINT,4165,(07) 3207 9073,No,Yes,Yes,Yes,No,Cafes,10% discount off total bill. ,(blank),(blank)
Meteor Car & Truck Rental,Meteor Car & Truck Rental,www.1300meteor.com.au,"333 Ingham Rd, Garbutt",TOWNSVILLE,4810,1300 638 367,No,Yes,No,Yes,Yes,Rental Services,10% discount on daily rental rates. Excludes specials.,-19.266044,146.783463
Meteor Car & Truck Rental,Meteor Car & Truck Rental,www.1300meteor.com.au,"48 Comport St, Portsmith",CAIRNS,4870,1300 638 367,No,Yes,No,Yes,Yes,Rental Services,10% discount on daily rental rates. Excludes specials.,-16.938595,145.770677
Meteor Car & Truck Rental,Meteor Car & Truck Rental,www.1300meteor.com.au,"8 Longwall Pl, Paget",MACKAY,4740,1300 638 367,No,Yes,No,Yes,Yes,Rental Services,10% discount on daily rental rates. Excludes specials.,-21.169287,149.167823
Meteor Car & Truck Rental,Meteor Car & Truck Rental,www.1300meteor.com.au,90 Barkly Hwy,MOUNT ISA,4825,1300 638 367,No,Yes,No,Yes,Yes,Rental Services,10% discount on daily rental rates. Excludes specials.,-20.706193,139.48558
Metro Hotel & Apartments Gladstone,Metro Hotel & Apartments Gladstone,www.metrohotels.com.au,22-24 Roseberry St,GLADSTONE,4680,(07) 4972 4711,No,No,No,Yes,No,Accommodation,10% discount on best available rate.,-23.842757,151.25316
Metro Hotel Ipswich International,Metro Hotel Ipswich International,www.metrohotels.com.au,43 South St,IPSWICH,4305,(07) 3812 8077,No,No,No,Yes,No,Accommodation,10% discount on available rate. Not applicable to specials.,-27.615964,152.759115
Metro Motel,Metro Motel,www.metromotel.com.au,110-116 George St,ROCKHAMPTON,4700,(07) 4927 7900,No,Yes,No,Yes,Yes,Accommodation,5% discount on queen size rooms only.,-23.374077,150.500414
Metro Realty Toowoomba,Metro Realty Toowoomba,www.metrorealtytoowoomba.com.au,17 Arthur St,EAST TOOWOOMBA,4350,0407 040 141,No,Yes,Yes,Yes,Yes,Real Estate Agencies and Property Managers,2% commission on all property sales. 50% discount on auction fee.,-27.560336,151.971177
Metro Roller Doors & Services (QBCC Act Lic 724412),Metro Roller Doors & Services,(blank),Mobile Service,CHERMSIDE SOUTH,4032,0412 055 628,No,No,No,Yes,Yes,Garage Doors,10% off all doors and services.,(blank),(blank)
Metro West Denture Clinic,Metro West Denture Clinic,www.dentureclinicbrisbane.com.au,U 5  132 Yallambee Rd,JINDALEE,4074,(07) 3172 3810,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.542293,152.940221
Metropolitan Funerals,Metropolitan Funerals - Aspley,www.metropolitanfunerals.com.au,782  Zillmere Rd,ASPLEY,4034,(07) 3263 5044,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.354631,153.016863
Metropolitan Funerals,Metropolitan Funerals - Cleveland,www.metropolitanfunerals.com.au,27 Russell St,CLEVELAND,4163,(07) 3286 9611,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.530846,153.276069
Metropolitan Funerals,Metropolitan Funerals - Mount Gravatt,www.metropolitanfunerals.com.au,224 Newnham Rd,MT GRAVATT,4122,(07) 3349 9211,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.544383,153.092853
Metropolitan Funerals,Metropolitan Funerals - Petrie,www.metropolitanfunerals.com.au,1 Young St,PETRIE,4502,(07) 3285 4522,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.268983,152.978294
Metropolitan Funerals,Metropolitan Funerals - Redcliffe,www.metropolitanfunerals.com.au,174 Anzac Ave,REDCLIFFE,4020,(07) 3284 3799,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.228705,153.097588
Metropolitan Funerals,Metropolitan Funerals - Southport,www.metropolitanfunerals.com.au,44 Nind St,SOUTHPORT,4215,(07) 5531 1722,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.964993,153.411154
Metropolitan Funerals,Metropolitan Funerals - Springwood,www.metropolitanfunerals.com.au,37 Vanessa Blvd,SPRINGWOOD,4127,(07) 3209 3555,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.614025,153.128677
Metropolitan Funerals,Metropolitan Funerals - Toowong,www.metropolitanfunerals.com.au,20A Jephson St,TOOWONG,4066,(07) 3870 1044,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.488084,152.989626
Metropolitan Funerals,Metropolitan Funerals - Wynnum,www.metropolitanfunerals.com.au,57 Bay Tce,WYNNUM,4178,(07) 3893 1711,No,Yes,No,Yes,Yes,Funeral Services,$250 off full funeral cost - mention card when booking.,-27.442627,153.172228
Miami Tavern,Miami Tavern,www.miamitavern.com.au,2043-2047 Gold Coast Hwy,MIAMI,4220,(07) 5535 1644,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-28.062044,153.436598
Michael Chu Eyewear,Michael Chu Eyewear,www. mchuoptom.com.au   ,Suite 6  361 Sheridan St,NORTH CAIRNS,4870,(07) 4031 2788,No,Yes,No,Yes,Yes,Optometrists and Optical Dispensers,10% discount on frame and lenses or packages available.,-16.904159,145.757694
Mick Dunn Motor Repairs,Mick Dunn Motor Repairs,(blank),18 Chain St,MACKAY,4740,(07) 4957 4213,No,Yes,No,Yes,Yes,Repairs and Servicing,10% discount on parts and labour. Conditions apply.,-21.143227,149.196766
Microe Masterpainter & Decorator (QBCC Act Lic 700831),Microe Masterpainter & Decorator,www.microepainting.com.au,Mobile Service,BRISBANE - ALL AREAS,4055,0412 629 480,No,Yes,No,Yes,Yes,Painters,"15% discount. European master craftsman, Dulux accredited.",(blank),(blank)
Mid City Luxury Suites,Mid City Luxury Suites,www.midcity.com.au,6 McLeod St,CAIRNS,4870,(07) 4051 5050,No,Yes,No,Yes,Yes,Accommodation,10% discount on accommodation costs. Excludes specials.,-16.925383,145.774182
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,191 Robinson Rd ,GEEBUNG,4034,(07) 3216 2077,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.368725,153.051371
